1,FAB0d41d5b5d22c,Ferrell LLC,https://price.net/,Plastics,3498
4,2bFC1Be8a4ce42f,Holder-Sellers,https://becker.com/,Automotive,921
7,219233e8aFF1BC3,Hansen-Everett,https://www.kidd.org/,Publishing Industry,7832
8,ccc93DCF81a31CD,Mcintosh-Mora,https://www.brooks.com/,Import / Export,4389
12,eb3B7D06cCdD609,Crane-Clarke,https://www.sandoval.com/,Food / Beverages,9011
13,8D0c29189C9798B,"Keller, Campos and Black",https://www.garner.info/,Museums / Institutions,2862
15,C8AC1eaf9C036F4,Pacheco-Spears,https://aguilar.com/,Maritime,769
20,c1Ce9B350BAc66b,Weiss and Sons,https://barrett.com/,Plastics,5984
30,7Cb3AeFcE4Ba31e,Rivas Group,https://hebert.org/,Logistics / Procurement,4155
35,9E6Acb51e3F9d6F,"Glass, Barrera and Turner",https://dunlap.com/,Utilities,2610
38,19E3a5Bf6dBDc4F,Cuevas-Moss,https://dodson-castaneda.net/,Music,9995
41,decab0D5027CA6a,Arroyo Inc,https://www.turner.com/,Writing / Editing,9067
43,A2D89Ab9bCcAd4e,"Mitchell, Warren and Schneider",https://fox.biz/,Capital Markets / Hedge Fund / Private Equity,3816
44,77aDc905434a49f,Prince PLC,https://www.watts.com/,Individual / Family Services,7645
46,1eD64cFe986BBbE,Walton-Barnett,https://ashley-schaefer.com/,Luxury Goods / Jewelry,1746
47,CbBbFcdd0eaE2cF,Bartlett-Arroyo,https://cruz.com/,Civic / Social Organization,3987
49,7b3fe6e7E72bFa4,Berg-Sparks,https://cisneros-love.com/,Arts / Crafts,2073
51,7D9FBF85cdC3871,Lawson and Sons,https://www.wong.com/,Arts / Crafts,3527
52,7dd18Fb7cB07b65,"Mcguire, Mcconnell and Olsen",https://melton-briggs.com/,Printing,8445
53,EF5B55FadccB8Fe,Charles-Phillips,https://bowman.com/,Mental Health Care,3450
54,f8D4B99e11fAF5D,Odom Ltd,https://www.humphrey-hess.com/,Management Consulting,1825
55,e24D21BFd3bF1E5,Richard PLC,https://holden-coleman.net/,Broadcast Media,4942
56,B9BdfEB6D3Ca44E,Sampson Ltd,https://blevins.com/,Farming,1418
57,2a74D6f3D3B268e,"Cherry, Le and Callahan",https://waller-delacruz.biz/,Entertainment / Movie Production,7202
58,Bf3F3f62c8aBC33,Cherry PLC,https://www.avila.info/,Plastics,8245
59,aeBe26B80a7a23c,Melton-Nichols,https://kennedy.com/,Legislative Office,8741
61,bD1bc6bB6d1FeD3,Freeman-Chen,https://mathis.com/,International Trade / Development,346
62,EB9f456e8b7022a,Soto Group,https://norris.info/,Business Supplies / Equipment,9097
63,Dfef38C51D8DAe3,"Poole, Cruz and Whitney",https://reed.info/,Marketing / Advertising / Sales,2992
65,cBfe4dbAE1699da,"Erickson, Andrews and Bailey",https://www.hobbs-grant.com/,Consumer Electronics,7829
68,ce57DCbcFD6d618,Newman-Galloway,https://www.scott.com/,Information Technology / IT,3934
69,5aaD187dc929371,Frazier-Butler,https://www.daugherty-farley.info/,Outsourcing / Offshoring,5130
70,902D7Ac8b6d476b,Newton Inc,https://www.richmond-manning.info/,Military Industry,563
71,32BB9Ff4d939788,Duffy-Levy,https://www.potter.com/,Wireless,6146
72,adcB0afbE58bAe3,Wagner LLC,https://decker-esparza.com/,International Affairs,6874
74,208044AC2fe52F3,Massey LLC,https://frazier.biz/,Accounting,5004
77,DDB19Be7eeB56B4,Cummings-Rojas,https://simon-pearson.com/,Financial Services,7529
80,cBa7EFe5D05Adaf,Crawford-Rivera,https://black-ramirez.org/,Online Publishing,7805
81,Ea3f6D52Ec73563,Montes-Hensley,https://krueger.org/,Printing,8433
82,bC0CEd48A8000E0,Velazquez-Odom,https://stokes.com/,Alternative Dispute Resolution,4044
83,c89b9b59BC4baa1,Eaton-Morales,https://www.reeves-graham.com/,Capital Markets / Hedge Fund / Private Equity,7013
85,e0E8e27eAc9CAd5,"George, Russo and Guerra",https://drake.com/,Military Industry,2880
86,B97a6CF9bf5983C,Davila Inc,https://mcconnell.info/,Consumer Electronics,2215
88,8cC1bDa330a5871,Pineda-Morton,https://www.carr.com/,Printing,6168
89,ED889CB2FE9cbd3,Huang and Sons,https://www.bolton.com/,Semiconductors,7484
90,F4Dc1417BC6cb8f,Gilbert-Simon,https://www.bradford.biz/,Newspapers / Journalism,1927
93,dEbDAAeDfaed00A,Rowe and Sons,https://www.simpson.org/,Facilities Services,8172
94,61BDeCfeFD0cEF5,"Valenzuela, Holmes and Rowland",https://www.dorsey.net/,Transportation,1483
95,4e91eD25f486110,"Best, Wade and Shepard",https://zimmerman.com/,Gambling / Casinos,4873
96,0a0bfFbBbB8eC7c,Holmes Group,https://mcdowell.org/,Photography,2988
99,AFc285dbE2fEd24,Mendez Inc,https://www.burke.net/,Education Management,339
